Peer,KPI,vendor,value
Midsize/Departmental Implementations,Self-Service,Bissantz,3.845370458
Midsize/Departmental Implementations,Self-Service,Domo,5.71450707
Midsize/Departmental Implementations,Self-Service,Dundas,3.341293054
Midsize/Departmental Implementations,Self-Service,Entrinsik,8.027909422
Midsize/Departmental Implementations,Self-Service,InfoZoom,9.363207814
Midsize/Departmental Implementations,Self-Service,Logi Analytics ,4.086735515
Midsize/Departmental Implementations,Self-Service,Looker,4.351811075
Midsize/Departmental Implementations,Self-Service,Microsoft Excel,3.672665727
Midsize/Departmental Implementations,Self-Service,Microsoft Power BI,5.789695418
Midsize/Departmental Implementations,Self-Service,Phocas,8.917862961
Midsize/Departmental Implementations,Self-Service,Report One,4.187093886
Midsize/Departmental Implementations,Self-Service,Serviceware Perf.,6.015490664
Midsize/Departmental Implementations,Self-Service,TARGIT,3.624578943
Midsize/Departmental Implementations,Self-Service,Zoho Analytics,1
Midsize/Departmental Implementations,Self-Service,Peer Group Average,5.138444429
Midsize/Departmental Implementations,Ease of Use,Bissantz,5.555264608
Midsize/Departmental Implementations,Ease of Use,Domo,9.756875325
Midsize/Departmental Implementations,Ease of Use,Dundas,3.919528915
Midsize/Departmental Implementations,Ease of Use,Entrinsik,10
Midsize/Departmental Implementations,Ease of Use,InfoZoom,3.116847738
Midsize/Departmental Implementations,Ease of Use,Logi Analytics ,5.930449893
Midsize/Departmental Implementations,Ease of Use,Looker,5.771962195
Midsize/Departmental Implementations,Ease of Use,Microsoft Excel,3.553948889
Midsize/Departmental Implementations,Ease of Use,Microsoft Power BI,4.636542721
Midsize/Departmental Implementations,Ease of Use,Phocas,9.36054167
Midsize/Departmental Implementations,Ease of Use,Report One,8.382952439
Midsize/Departmental Implementations,Ease of Use,Serviceware Perf.,7.925911897
Midsize/Departmental Implementations,Ease of Use,TARGIT,6.23899113
Midsize/Departmental Implementations,Ease of Use,Zoho Analytics,3.817677383
Midsize/Departmental Implementations,Ease of Use,Peer Group Average,6.283392486
Midsize/Departmental Implementations,Flexibility,Bissantz,4.940032699
Midsize/Departmental Implementations,Flexibility,Domo,8.147592548
Midsize/Departmental Implementations,Flexibility,Dundas,9.850579
Midsize/Departmental Implementations,Flexibility,Entrinsik,3.648936747
Midsize/Departmental Implementations,Flexibility,InfoZoom,5.58403379
Midsize/Departmental Implementations,Flexibility,Logi Analytics ,6.461039602
Midsize/Departmental Implementations,Flexibility,Looker,8.84574088
Midsize/Departmental Implementations,Flexibility,Microsoft Excel,6.661095182
Midsize/Departmental Implementations,Flexibility,Microsoft Power BI,3.926693445
Midsize/Departmental Implementations,Flexibility,Phocas,6.599792831
Midsize/Departmental Implementations,Flexibility,Report One,2.097381314
Midsize/Departmental Implementations,Flexibility,Serviceware Perf.,8.371296979
Midsize/Departmental Implementations,Flexibility,TARGIT,5.39310204
Midsize/Departmental Implementations,Flexibility,Zoho Analytics,3.172388258
Midsize/Departmental Implementations,Flexibility,Peer Group Average,5.97855038
Midsize/Departmental Implementations,Query Performance,Bissantz,8.98458079
Midsize/Departmental Implementations,Query Performance,Domo,5.376046497
Midsize/Departmental Implementations,Query Performance,Dundas,4.719441975
Midsize/Departmental Implementations,Query Performance,Entrinsik,6.10538758
Midsize/Departmental Implementations,Query Performance,InfoZoom,9.116044519
Midsize/Departmental Implementations,Query Performance,Logi Analytics ,4.168520164
Midsize/Departmental Implementations,Query Performance,Looker,3.188023249
Midsize/Departmental Implementations,Query Performance,Microsoft Excel,1.983959267
Midsize/Departmental Implementations,Query Performance,Microsoft Power BI,4.344386474
Midsize/Departmental Implementations,Query Performance,Phocas,6.202809992
Midsize/Departmental Implementations,Query Performance,Report One,3.015018451
Midsize/Departmental Implementations,Query Performance,Serviceware Perf.,10
Midsize/Departmental Implementations,Query Performance,TARGIT,5.337143931
Midsize/Departmental Implementations,Query Performance,Zoho Analytics,3.559752922
Midsize/Departmental Implementations,Query Performance,Peer Group Average,5.435793987
Midsize/Departmental Implementations,Performance Satisfaction,Bissantz,7.6
Midsize/Departmental Implementations,Performance Satisfaction,Domo,6
Midsize/Departmental Implementations,Performance Satisfaction,Dundas,6.142857143
Midsize/Departmental Implementations,Performance Satisfaction,Entrinsik,7.242553191
Midsize/Departmental Implementations,Performance Satisfaction,InfoZoom,10
Midsize/Departmental Implementations,Performance Satisfaction,Logi Analytics ,5.371428571
Midsize/Departmental Implementations,Performance Satisfaction,Looker,1
Midsize/Departmental Implementations,Performance Satisfaction,Microsoft Excel,4.082191781
Midsize/Departmental Implementations,Performance Satisfaction,Microsoft Power BI,7.035294118
Midsize/Departmental Implementations,Performance Satisfaction,Phocas,8.8
Midsize/Departmental Implementations,Performance Satisfaction,Report One,8.510344828
Midsize/Departmental Implementations,Performance Satisfaction,Serviceware Perf.,7.408
Midsize/Departmental Implementations,Performance Satisfaction,TARGIT,3.4
Midsize/Departmental Implementations,Performance Satisfaction,Zoho Analytics,5.042622951
Midsize/Departmental Implementations,Performance Satisfaction,Peer Group Average,6.259663756
Midsize/Departmental Implementations,Sales Experience,Bissantz,6.729709315
Midsize/Departmental Implementations,Sales Experience,Domo,4.408469579
Midsize/Departmental Implementations,Sales Experience,Dundas,8.608367243
Midsize/Departmental Implementations,Sales Experience,Entrinsik,10
Midsize/Departmental Implementations,Sales Experience,InfoZoom,7.18968488
Midsize/Departmental Implementations,Sales Experience,Logi Analytics ,5.978222997
Midsize/Departmental Implementations,Sales Experience,Looker,7.819695983
Midsize/Departmental Implementations,Sales Experience,Microsoft Excel,1.337711069
Midsize/Departmental Implementations,Sales Experience,Microsoft Power BI,4.813320826
Midsize/Departmental Implementations,Sales Experience,Phocas,8.747252747
Midsize/Departmental Implementations,Sales Experience,Report One,5.200984991
Midsize/Departmental Implementations,Sales Experience,Serviceware Perf.,7.745054945
Midsize/Departmental Implementations,Sales Experience,TARGIT,7.378106214
Midsize/Departmental Implementations,Sales Experience,Zoho Analytics,4.508136463
Midsize/Departmental Implementations,Sales Experience,Peer Group Average,6.461765518
Midsize/Departmental Implementations,Customer Experience,Bissantz,5.951200737
Midsize/Departmental Implementations,Customer Experience,Domo,6.789277852
Midsize/Departmental Implementations,Customer Experience,Dundas,5.980587652
Midsize/Departmental Implementations,Customer Experience,Entrinsik,7.055878466
Midsize/Departmental Implementations,Customer Experience,InfoZoom,7.422861093
Midsize/Departmental Implementations,Customer Experience,Logi Analytics ,5.274026585
Midsize/Departmental Implementations,Customer Experience,Looker,5.179409441
Midsize/Departmental Implementations,Customer Experience,Microsoft Excel,3.967630282
Midsize/Departmental Implementations,Customer Experience,Microsoft Power BI,5.076533388
Midsize/Departmental Implementations,Customer Experience,Phocas,8.002071034
Midsize/Departmental Implementations,Customer Experience,Report One,4.913157079
Midsize/Departmental Implementations,Customer Experience,Serviceware Perf.,7.813326282
Midsize/Departmental Implementations,Customer Experience,TARGIT,4.952570714
Midsize/Departmental Implementations,Customer Experience,Zoho Analytics,3.22041598
Midsize/Departmental Implementations,Customer Experience,Peer Group Average,5.828496185
Midsize/Departmental Implementations,Cloud BI,Bissantz,1.524920467
Midsize/Departmental Implementations,Cloud BI,Domo,9.39673913
Midsize/Departmental Implementations,Cloud BI,Dundas,4.988294314
Midsize/Departmental Implementations,Cloud BI,Entrinsik,2.113467656
Midsize/Departmental Implementations,Cloud BI,InfoZoom,3.282608696
Midsize/Departmental Implementations,Cloud BI,Logi Analytics ,5.06899811
Midsize/Departmental Implementations,Cloud BI,Looker,9.39673913
Midsize/Departmental Implementations,Cloud BI,Microsoft Excel,2.428035982
Midsize/Departmental Implementations,Cloud BI,Microsoft Power BI,8.85016049
Midsize/Departmental Implementations,Cloud BI,Phocas,10
Midsize/Departmental Implementations,Cloud BI,Report One,3.364130435
Midsize/Departmental Implementations,Cloud BI,Serviceware Perf.,1.275919732
Midsize/Departmental Implementations,Cloud BI,TARGIT,1
Midsize/Departmental Implementations,Cloud BI,Zoho Analytics,6.687177598
Midsize/Departmental Implementations,Cloud BI,Peer Group Average,4.955513696
Midsize/Departmental Implementations,Data Preparation,Bissantz,2.581081081
Midsize/Departmental Implementations,Data Preparation,Domo,5.216216216
Midsize/Departmental Implementations,Data Preparation,Dundas,4.864864865
Midsize/Departmental Implementations,Data Preparation,Entrinsik,9.971715902
Midsize/Departmental Implementations,Data Preparation,InfoZoom,10
Midsize/Departmental Implementations,Data Preparation,Logi Analytics ,4.864864865
Midsize/Departmental Implementations,Data Preparation,Looker,1
Midsize/Departmental Implementations,Data Preparation,Microsoft Excel,6.681172698
Midsize/Departmental Implementations,Data Preparation,Microsoft Power BI,8.288783784
Midsize/Departmental Implementations,Data Preparation,Phocas,5.743243243
Midsize/Departmental Implementations,Data Preparation,Report One,7.719594595
Midsize/Departmental Implementations,Data Preparation,Serviceware Perf.,7.180589681
Midsize/Departmental Implementations,Data Preparation,TARGIT,2.284628378
Midsize/Departmental Implementations,Data Preparation,Zoho Analytics,2.19944082
Midsize/Departmental Implementations,Data Preparation,Peer Group Average,5.614014009
Midsize/Departmental Implementations,Visual Analysis,Bissantz,4.140495868
Midsize/Departmental Implementations,Visual Analysis,Domo,6.841322314
Midsize/Departmental Implementations,Visual Analysis,Dundas,8.228555144
Midsize/Departmental Implementations,Visual Analysis,Entrinsik,4.120867769
Midsize/Departmental Implementations,Visual Analysis,InfoZoom,8.004132231
Midsize/Departmental Implementations,Visual Analysis,Logi Analytics ,7.703750795
Midsize/Departmental Implementations,Visual Analysis,Looker,5.082644628
Midsize/Departmental Implementations,Visual Analysis,Microsoft Excel,2.074380165
Midsize/Departmental Implementations,Visual Analysis,Microsoft Power BI,5.334538567
Midsize/Departmental Implementations,Visual Analysis,Phocas,8.654958678
Midsize/Departmental Implementations,Visual Analysis,Report One,2.630642085
Midsize/Departmental Implementations,Visual Analysis,Serviceware Perf.,2.472107438
Midsize/Departmental Implementations,Visual Analysis,TARGIT,8.897423432
Midsize/Departmental Implementations,Visual Analysis,Zoho Analytics,3.708677686
Midsize/Departmental Implementations,Visual Analysis,Peer Group Average,5.563892629
Midsize/Departmental Implementations,Visual Design Standards,Bissantz,10
Midsize/Departmental Implementations,Visual Design Standards,Domo,2.075140366
Midsize/Departmental Implementations,Visual Design Standards,Dundas,3.956636005
Midsize/Departmental Implementations,Visual Design Standards,Entrinsik,3.365308804
Midsize/Departmental Implementations,Visual Design Standards,InfoZoom,3.128777924
Midsize/Departmental Implementations,Visual Design Standards,Logi Analytics ,3.956636005
Midsize/Departmental Implementations,Visual Design Standards,Looker,4.547963206
Midsize/Departmental Implementations,Visual Design Standards,Microsoft Excel,2.98786591
Midsize/Departmental Implementations,Visual Design Standards,Microsoft Power BI,6.913272011
Midsize/Departmental Implementations,Visual Design Standards,Phocas,2.921813403
Midsize/Departmental Implementations,Visual Design Standards,Report One,1
Midsize/Departmental Implementations,Visual Design Standards,Serviceware Perf.,4.200123676
Midsize/Departmental Implementations,Visual Design Standards,TARGIT,6.256241787
Midsize/Departmental Implementations,Visual Design Standards,Zoho Analytics,5.101546118
Midsize/Departmental Implementations,Visual Design Standards,Peer Group Average,4.315094658
Midsize/Departmental Implementations,Location Intelligence,Bissantz,6.497005988
Midsize/Departmental Implementations,Location Intelligence,Domo,3.577844311
Midsize/Departmental Implementations,Location Intelligence,Dundas,4.983712575
Midsize/Departmental Implementations,Location Intelligence,Entrinsik,3.732480984
Midsize/Departmental Implementations,Location Intelligence,InfoZoom,2.215568862
Midsize/Departmental Implementations,Location Intelligence,Logi Analytics ,1
Midsize/Departmental Implementations,Location Intelligence,Looker,6.931860417
Midsize/Departmental Implementations,Location Intelligence,Microsoft Excel,2.344365814
Midsize/Departmental Implementations,Location Intelligence,Microsoft Power BI,3.820235391
Midsize/Departmental Implementations,Location Intelligence,Phocas,6.02994012
Midsize/Departmental Implementations,Location Intelligence,Report One,2.508982036
Midsize/Departmental Implementations,Location Intelligence,Serviceware Perf.,2.508982036
Midsize/Departmental Implementations,Location Intelligence,TARGIT,5.26065516
Midsize/Departmental Implementations,Location Intelligence,Zoho Analytics,3.123752495
Midsize/Departmental Implementations,Location Intelligence,Peer Group Average,3.895384728
Midsize/Departmental Implementations,Mobile BI,Bissantz,4.669527897
Midsize/Departmental Implementations,Mobile BI,Domo,10
Midsize/Departmental Implementations,Mobile BI,Dundas,6.378012545
Midsize/Departmental Implementations,Mobile BI,Entrinsik,1.560085837
Midsize/Departmental Implementations,Mobile BI,InfoZoom,2.840444332
Midsize/Departmental Implementations,Mobile BI,Logi Analytics ,2.545064378
Midsize/Departmental Implementations,Mobile BI,Looker,3.903655468
Midsize/Departmental Implementations,Mobile BI,Microsoft Excel,2.335564123
Midsize/Departmental Implementations,Mobile BI,Microsoft Power BI,7.754291845
Midsize/Departmental Implementations,Mobile BI,Phocas,8.857755978
Midsize/Departmental Implementations,Mobile BI,Report One,5.694618686
Midsize/Departmental Implementations,Mobile BI,Serviceware Perf.,3.644437108
Midsize/Departmental Implementations,Mobile BI,TARGIT,7.911031203
Midsize/Departmental Implementations,Mobile BI,Zoho Analytics,5.045973667
Midsize/Departmental Implementations,Mobile BI,Peer Group Average,5.224318791
Midsize/Departmental Implementations,Operational BI,Bissantz,3.230808486
Midsize/Departmental Implementations,Operational BI,Domo,5.397362447
Midsize/Departmental Implementations,Operational BI,Dundas,9.279104962
Midsize/Departmental Implementations,Operational BI,Entrinsik,10
Midsize/Departmental Implementations,Operational BI,InfoZoom,9.678369906
Midsize/Departmental Implementations,Operational BI,Logi Analytics ,5.635020152
Midsize/Departmental Implementations,Operational BI,Looker,7.615501027
Midsize/Departmental Implementations,Operational BI,Microsoft Excel,1
Midsize/Departmental Implementations,Operational BI,Microsoft Power BI,2.980640515
Midsize/Departmental Implementations,Operational BI,Phocas,8.053291536
Midsize/Departmental Implementations,Operational BI,Report One,5.397362447
Midsize/Departmental Implementations,Operational BI,Serviceware Perf.,2.602507837
Midsize/Departmental Implementations,Operational BI,TARGIT,4.996865204
Midsize/Departmental Implementations,Operational BI,Zoho Analytics,5.333727324
Midsize/Departmental Implementations,Operational BI,Peer Group Average,5.800040132
Midsize/Departmental Implementations,Innovation,Bissantz,4.663405684
Midsize/Departmental Implementations,Innovation,Domo,5.438078098
Midsize/Departmental Implementations,Innovation,Dundas,6.25983291
Midsize/Departmental Implementations,Innovation,Entrinsik,5.236996925
Midsize/Departmental Implementations,Innovation,InfoZoom,5.592843136
Midsize/Departmental Implementations,Innovation,Logi Analytics ,5.096791788
Midsize/Departmental Implementations,Innovation,Looker,5.877666002
Midsize/Departmental Implementations,Innovation,Microsoft Excel,2.835912099
Midsize/Departmental Implementations,Innovation,Microsoft Power BI,5.946010854
Midsize/Departmental Implementations,Innovation,Phocas,7.18014328
Midsize/Departmental Implementations,Innovation,Report One,4.045047183
Midsize/Departmental Implementations,Innovation,Serviceware Perf.,3.412095358
Midsize/Departmental Implementations,Innovation,TARGIT,5.282626816
Midsize/Departmental Implementations,Innovation,Zoho Analytics,4.702007052
Midsize/Departmental Implementations,Innovation,Peer Group Average,5.112104085
Midsize/Departmental Implementations,Considered for Purchase,Bissantz,2.930163717
Midsize/Departmental Implementations,Considered for Purchase,Domo,2.141786987
Midsize/Departmental Implementations,Considered for Purchase,Dundas,1.570893494
Midsize/Departmental Implementations,Considered for Purchase,Entrinsik,1.081556213
Midsize/Departmental Implementations,Considered for Purchase,InfoZoom,1.353410258
Midsize/Departmental Implementations,Considered for Purchase,Logi Analytics ,1.380595662
Midsize/Departmental Implementations,Considered for Purchase,Looker,3.310759379
Midsize/Departmental Implementations,Considered for Purchase,Microsoft Excel,9.843656739
Midsize/Departmental Implementations,Considered for Purchase,Microsoft Power BI,10
Midsize/Departmental Implementations,Considered for Purchase,Phocas,1.081556213
Midsize/Departmental Implementations,Considered for Purchase,Report One,1
Midsize/Departmental Implementations,Considered for Purchase,Serviceware Perf.,1.598078898
Midsize/Departmental Implementations,Considered for Purchase,TARGIT,1.271854045
Midsize/Departmental Implementations,Considered for Purchase,Zoho Analytics,1.24466864
Midsize/Departmental Implementations,Considered for Purchase,Peer Group Average,2.843498589
Midsize/Departmental Implementations,Competitive Win Rate,Bissantz,4.538001825
Midsize/Departmental Implementations,Competitive Win Rate,Domo,6.274525547
Midsize/Departmental Implementations,Competitive Win Rate,Dundas,7.005693431
Midsize/Departmental Implementations,Competitive Win Rate,Entrinsik,9.361678832
Midsize/Departmental Implementations,Competitive Win Rate,InfoZoom,7.059854015
Midsize/Departmental Implementations,Competitive Win Rate,Logi Analytics ,9.63789781
Midsize/Departmental Implementations,Competitive Win Rate,Looker,2.18540146
Midsize/Departmental Implementations,Competitive Win Rate,Microsoft Excel,5.260324935
Midsize/Departmental Implementations,Competitive Win Rate,Microsoft Power BI,4.623006483
Midsize/Departmental Implementations,Competitive Win Rate,Phocas,10
Midsize/Departmental Implementations,Competitive Win Rate,Report One,9.485306252
Midsize/Departmental Implementations,Competitive Win Rate,Serviceware Perf.,8.01807973
Midsize/Departmental Implementations,Competitive Win Rate,TARGIT,9.672305711
Midsize/Departmental Implementations,Competitive Win Rate,Zoho Analytics,6.602290461
Midsize/Departmental Implementations,Competitive Win Rate,Peer Group Average,7.123169035
Midsize/Departmental Implementations,Competitiveness,Bissantz,3.894866582
Midsize/Departmental Implementations,Competitiveness,Domo,4.621430123
Midsize/Departmental Implementations,Competitiveness,Dundas,4.831773456
Midsize/Departmental Implementations,Competitiveness,Entrinsik,6.049629785
Midsize/Departmental Implementations,Competitiveness,InfoZoom,4.777276512
Midsize/Departmental Implementations,Competitiveness,Logi Analytics ,6.334976951
Midsize/Departmental Implementations,Competitiveness,Looker,2.635544627
Midsize/Departmental Implementations,Competitiveness,Microsoft Excel,7.093657657
Midsize/Departmental Implementations,Competitiveness,Microsoft Power BI,6.77380389
Midsize/Departmental Implementations,Competitiveness,Phocas,6.432622485
Midsize/Departmental Implementations,Competitiveness,Report One,6.091183751
Midsize/Departmental Implementations,Competitiveness,Serviceware Perf.,5.450079398
Midsize/Departmental Implementations,Competitiveness,TARGIT,6.312125044
Midsize/Departmental Implementations,Competitiveness,Zoho Analytics,4.459241732
Midsize/Departmental Implementations,Competitiveness,Peer Group Average,5.411300857
Report & Dashboard Focus,Business Benefits,Domo,5.297596622
Report & Dashboard Focus,Business Benefits,Dundas,9.949872415
Report & Dashboard Focus,Business Benefits,Entrinsik,8.344433087
Report & Dashboard Focus,Business Benefits,IBM Cog. Analytics,4.208901753
Report & Dashboard Focus,Business Benefits,Logi Analytics ,7.12365737
Report & Dashboard Focus,Business Benefits,Looker,9.282630667
Report & Dashboard Focus,Business Benefits,Microsoft Power BI,4.657367998
Report & Dashboard Focus,Business Benefits,MicroStrategy,9.036133716
Report & Dashboard Focus,Business Benefits,Oracle Analytics Cloud,8.504890287
Report & Dashboard Focus,Business Benefits,Phocas,10
Report & Dashboard Focus,Business Benefits,Pyramid,6.29491762
Report & Dashboard Focus,Business Benefits,QlikView,5.916999217
Report & Dashboard Focus,Business Benefits,Report One,6.292861194
Report & Dashboard Focus,Business Benefits,SAP Analytics Cloud,3.515105062
Report & Dashboard Focus,Business Benefits,SAP BO BI,1.348905075
Report & Dashboard Focus,Business Benefits,TARGIT,8.120097748
Report & Dashboard Focus,Business Benefits,Zoho Analytics,8.840501215
Report & Dashboard Focus,Business Benefits,Peer Group Average,6.86675712
Report & Dashboard Focus,Project Success,Domo,3.194851583
Report & Dashboard Focus,Project Success,Dundas,6.257192124
Report & Dashboard Focus,Project Success,Entrinsik,8.980588742
Report & Dashboard Focus,Project Success,IBM Cog. Analytics,1
Report & Dashboard Focus,Project Success,Logi Analytics ,6.706614115
Report & Dashboard Focus,Project Success,Looker,4.438600813
Report & Dashboard Focus,Project Success,Microsoft Power BI,5.100784273
Report & Dashboard Focus,Project Success,MicroStrategy,5.568710534
Report & Dashboard Focus,Project Success,Oracle Analytics Cloud,4.658085971
Report & Dashboard Focus,Project Success,Phocas,8.942538944
Report & Dashboard Focus,Project Success,Pyramid,8.985079091
Report & Dashboard Focus,Project Success,QlikView,3.343535077
Report & Dashboard Focus,Project Success,Report One,7.12607464
Report & Dashboard Focus,Project Success,SAP Analytics Cloud,4.438600813
Report & Dashboard Focus,Project Success,SAP BO BI,4.564545873
Report & Dashboard Focus,Project Success,TARGIT,8.092622244
Report & Dashboard Focus,Project Success,Zoho Analytics,4.360019707
Report & Dashboard Focus,Project Success,Peer Group Average,5.632849679
Report & Dashboard Focus,Project Length,Domo,4.325123153
Report & Dashboard Focus,Project Length,Dundas,6
Report & Dashboard Focus,Project Length,Entrinsik,7.943573668
Report & Dashboard Focus,Project Length,IBM Cog. Analytics,1.724137931
Report & Dashboard Focus,Project Length,Logi Analytics ,7.769115442
Report & Dashboard Focus,Project Length,Looker,9.236074271
Report & Dashboard Focus,Project Length,Microsoft Power BI,4.268824771
Report & Dashboard Focus,Project Length,MicroStrategy,2.965517241
Report & Dashboard Focus,Project Length,Oracle Analytics Cloud,1.838287753
Report & Dashboard Focus,Project Length,Phocas,9.597390494
Report & Dashboard Focus,Project Length,Pyramid,4.170914543
Report & Dashboard Focus,Project Length,QlikView,4.035133377
Report & Dashboard Focus,Project Length,Report One,6.975029727
Report & Dashboard Focus,Project Length,SAP Analytics Cloud,3.931034483
Report & Dashboard Focus,Project Length,SAP BO BI,5.197286603
Report & Dashboard Focus,Project Length,TARGIT,9.448275862
Report & Dashboard Focus,Project Length,Zoho Analytics,9.258026159
Report & Dashboard Focus,Project Length,Peer Group Average,5.804926204
Report & Dashboard Focus,Business Value,Domo,4.434602697
Report & Dashboard Focus,Business Value,Dundas,8.060666916
Report & Dashboard Focus,Business Value,Entrinsik,8.489675069
Report & Dashboard Focus,Business Value,IBM Cog. Analytics,2.725140532
Report & Dashboard Focus,Business Value,Logi Analytics ,7.092219297
Report & Dashboard Focus,Business Value,Looker,7.66019465
Report & Dashboard Focus,Business Value,Microsoft Power BI,4.740416218
Report & Dashboard Focus,Business Value,MicroStrategy,6.868556576
Report & Dashboard Focus,Business Value,Oracle Analytics Cloud,6.111521759
Report & Dashboard Focus,Business Value,Phocas,9.580411397
Report & Dashboard Focus,Business Value,Pyramid,6.837637597
Report & Dashboard Focus,Business Value,QlikView,4.74553353
Report & Dashboard Focus,Business Value,Report One,6.684293764
Report & Dashboard Focus,Business Value,SAP Analytics Cloud,3.892258549
Report & Dashboard Focus,Business Value,SAP BO BI,3.062182262
Report & Dashboard Focus,Business Value,TARGIT,8.332302266
Report & Dashboard Focus,Business Value,Zoho Analytics,7.41659487
Report & Dashboard Focus,Business Value,Peer Group Average,6.278482821
Report & Dashboard Focus,Price to Value,Domo,5.624615385
Report & Dashboard Focus,Price to Value,Dundas,8.246700046
Report & Dashboard Focus,Price to Value,Entrinsik,10
Report & Dashboard Focus,Price to Value,IBM Cog. Analytics,1
Report & Dashboard Focus,Price to Value,Logi Analytics ,6.51183432
Report & Dashboard Focus,Price to Value,Looker,5.846153846
Report & Dashboard Focus,Price to Value,Microsoft Power BI,6.89972813
Report & Dashboard Focus,Price to Value,MicroStrategy,6.145336081
Report & Dashboard Focus,Price to Value,Oracle Analytics Cloud,7.592899408
Report & Dashboard Focus,Price to Value,Phocas,7.845243514
Report & Dashboard Focus,Price to Value,Pyramid,8.059686133
Report & Dashboard Focus,Price to Value,QlikView,5.521021489
Report & Dashboard Focus,Price to Value,Report One,4.875739645
Report & Dashboard Focus,Price to Value,SAP Analytics Cloud,2.953846154
Report & Dashboard Focus,Price to Value,SAP BO BI,2.775421029
Report & Dashboard Focus,Price to Value,TARGIT,8.338461538
Report & Dashboard Focus,Price to Value,Zoho Analytics,6.626073678
Report & Dashboard Focus,Price to Value,Peer Group Average,6.16839767
Report & Dashboard Focus,Recommendation,Domo,4.399082569
Report & Dashboard Focus,Recommendation,Dundas,7.366339766
Report & Dashboard Focus,Recommendation,Entrinsik,9.127129751
Report & Dashboard Focus,Recommendation,IBM Cog. Analytics,1.751376147
Report & Dashboard Focus,Recommendation,Logi Analytics ,4.170832015
Report & Dashboard Focus,Recommendation,Looker,7.929357798
Report & Dashboard Focus,Recommendation,Microsoft Power BI,4.604649838
Report & Dashboard Focus,Recommendation,MicroStrategy,5.402001668
Report & Dashboard Focus,Recommendation,Oracle Analytics Cloud,5.996836444
Report & Dashboard Focus,Recommendation,Phocas,10
Report & Dashboard Focus,Recommendation,Pyramid,7.366339766
Report & Dashboard Focus,Recommendation,QlikView,2.871559633
Report & Dashboard Focus,Recommendation,Report One,6.320804972
Report & Dashboard Focus,Recommendation,SAP Analytics Cloud,2.913124883
Report & Dashboard Focus,Recommendation,SAP BO BI,1.853211009
Report & Dashboard Focus,Recommendation,TARGIT,5.651376147
Report & Dashboard Focus,Recommendation,Zoho Analytics,5.764962866
Report & Dashboard Focus,Recommendation,Peer Group Average,5.499352075
Report & Dashboard Focus,Vendor Support,Domo,6.602288092
Report & Dashboard Focus,Vendor Support,Dundas,7.246445286
Report & Dashboard Focus,Vendor Support,Entrinsik,10
Report & Dashboard Focus,Vendor Support,IBM Cog. Analytics,1
Report & Dashboard Focus,Vendor Support,Logi Analytics ,7.614556996
Report & Dashboard Focus,Vendor Support,Looker,9.225562737
Report & Dashboard Focus,Vendor Support,Microsoft Power BI,3.967907288
Report & Dashboard Focus,Vendor Support,MicroStrategy,6.546112425
Report & Dashboard Focus,Vendor Support,Oracle Analytics Cloud,7.606284823
Report & Dashboard Focus,Vendor Support,Phocas,9.746383118
Report & Dashboard Focus,Vendor Support,Pyramid,8.8657232
Report & Dashboard Focus,Vendor Support,QlikView,3.631586675
Report & Dashboard Focus,Vendor Support,Report One,2.948361934
Report & Dashboard Focus,Vendor Support,SAP Analytics Cloud,3.737371793
Report & Dashboard Focus,Vendor Support,SAP BO BI,1.582304435
Report & Dashboard Focus,Vendor Support,TARGIT,8.345414681
Report & Dashboard Focus,Vendor Support,Zoho Analytics,3.206890716
Report & Dashboard Focus,Vendor Support,Peer Group Average,5.992540835
Report & Dashboard Focus,Implementer Support,Domo,7.01846087
Report & Dashboard Focus,Implementer Support,Dundas,6.884291609
Report & Dashboard Focus,Implementer Support,Entrinsik,8.932331332
Report & Dashboard Focus,Implementer Support,IBM Cog. Analytics,3.419532325
Report & Dashboard Focus,Implementer Support,Logi Analytics ,6.266299862
Report & Dashboard Focus,Implementer Support,Looker,8.543111562
Report & Dashboard Focus,Implementer Support,Microsoft Power BI,5.24661348
Report & Dashboard Focus,Implementer Support,MicroStrategy,5.693591994
Report & Dashboard Focus,Implementer Support,Oracle Analytics Cloud,8.917344004
Report & Dashboard Focus,Implementer Support,Phocas,9.095282353
Report & Dashboard Focus,Implementer Support,Pyramid,6.528394577
Report & Dashboard Focus,Implementer Support,QlikView,4.545754658
Report & Dashboard Focus,Implementer Support,Report One,4.666142661
Report & Dashboard Focus,Implementer Support,SAP Analytics Cloud,5.367860774
Report & Dashboard Focus,Implementer Support,SAP BO BI,4.652793185
Report & Dashboard Focus,Implementer Support,TARGIT,6.232219435
Report & Dashboard Focus,Implementer Support,Zoho Analytics,1
Report & Dashboard Focus,Implementer Support,Peer Group Average,6.059413216
Report & Dashboard Focus,Product Satisfaction,Domo,7.189764232
Report & Dashboard Focus,Product Satisfaction,Dundas,8.741845294
Report & Dashboard Focus,Product Satisfaction,Entrinsik,8.890988253
Report & Dashboard Focus,Product Satisfaction,IBM Cog. Analytics,1
Report & Dashboard Focus,Product Satisfaction,Logi Analytics ,5.192242866
Report & Dashboard Focus,Product Satisfaction,Looker,6.987924094
Report & Dashboard Focus,Product Satisfaction,Microsoft Power BI,5.839958309
Report & Dashboard Focus,Product Satisfaction,MicroStrategy,6.666627548
Report & Dashboard Focus,Product Satisfaction,Oracle Analytics Cloud,5.192242866
Report & Dashboard Focus,Product Satisfaction,Phocas,10
