peer,KPI,sort,average,Product,Value,Rank,group,Hierarchy1,last,Code
All products,Advanced Analytics,15,4.965172609,Serviceware Perf.,2.24267337,20,2,,,
All products,Advanced Analytics,15,4.965172609,Tableau,5.86939176,9,2,,,
All products,Advanced Analytics,15,4.965172609,TARGIT,1,23,2,,,
All products,Advanced Analytics,15,4.965172609,Zoho Analytics,8.160228411,3,2,,,
All products,Customer Experience,16,5.483519194,Bissantz,5.951200737,11,1,,,
All products,Customer Experience,16,5.483519194,Domo,6.789277852,7,1,,,
All products,Customer Experience,16,5.483519194,Dundas,5.980587652,9,1,,,
All products,Customer Experience,16,5.483519194,Entrinsik,7.055878466,4,1,,,
All products,Customer Experience,16,5.483519194,IBM Cog. Analytics,3.145080787,24,1,,,
All products,Customer Experience,16,5.483519194,IBM Plan. Analytics,6.997220011,5,1,,,
All products,Customer Experience,16,5.483519194,InfoZoom,7.422861093,3,1,,,
All products,Customer Experience,16,5.483519194,Logi Analytics,5.274026585,13,1,,,
All products,Customer Experience,16,5.483519194,Looker,5.179409441,14,1,,,
All products,Customer Experience,16,5.483519194,Microsoft Excel,3.967630282,19,1,,,
All products,Customer Experience,16,5.483519194,Microsoft Power BI,5.076533388,15,1,,,
All products,Customer Experience,16,5.483519194,MicroStrategy,6.378026504,8,1,,,
All products,Customer Experience,16,5.483519194,Oracle Analytics Cloud,3.460827582,21,1,,,
All products,Customer Experience,16,5.483519194,Phocas,8.002071034,1,1,,,
All products,Customer Experience,16,5.483519194,Pyramid,6.958423799,6,1,,,
All products,Customer Experience,16,5.483519194,Qlik Sense,5.747138489,12,1,,,
All products,Customer Experience,16,5.483519194,QlikView,4.55631534,18,1,,,
All products,Customer Experience,16,5.483519194,Report One,4.913157079,17,1,,,
All products,Customer Experience,16,5.483519194,SAP Analytics Cloud,3.475682171,20,1,,,
All products,Customer Experience,16,5.483519194,SAP BO BI,3.320804322,22,1,,,
All products,Customer Experience,16,5.483519194,Serviceware Perf.,7.813326282,2,1,,,
All products,Customer Experience,16,5.483519194,Tableau,5.965995071,10,1,,,
All products,Customer Experience,16,5.483519194,TARGIT,4.952570714,16,1,,,
All products,Customer Experience,16,5.483519194,Zoho Analytics,3.22041598,23,1,,,
All products,Self-Service,17,5.295037839,Bissantz,3.845370458,16,2,,,
All products,Self-Service,17,5.295037839,Domo,5.71450707,10,2,,,
All products,Self-Service,17,5.295037839,Dundas,3.341293054,19,2,,,
All products,Self-Service,17,5.295037839,Entrinsik,8.027909422,6,2,,,
All products,Self-Service,17,5.295037839,IBM Cog. Analytics,4.180462602,14,2,,,
All products,Self-Service,17,5.295037839,IBM Plan. Analytics,6.546371423,7,2,,,
All products,Self-Service,17,5.295037839,InfoZoom,9.363207814,3,2,,,
All products,Self-Service,17,5.295037839,Logi Analytics,4.086735515,15,2,,,
All products,Self-Service,17,5.295037839,Looker,4.351811075,12,2,,,
All products,Self-Service,17,5.295037839,Microsoft Excel,3.672665727,17,2,,,
All products,Self-Service,17,5.295037839,Microsoft Power BI,5.789695418,9,2,,,
All products,Self-Service,17,5.295037839,MicroStrategy,10,1,2,,,
All products,Self-Service,17,5.295037839,Oracle Analytics Cloud,3.116172206,20,2,,,
All products,Self-Service,17,5.295037839,Phocas,8.917862961,4,2,,,
All products,Self-Service,17,5.295037839,Pyramid,9.489059493,2,2,,,
All products,Self-Service,17,5.295037839,Qlik Sense,5.049883,11,2,,,
All products,Self-Service,17,5.295037839,QlikView,2.99995681,21,2,,,
All products,Self-Service,17,5.295037839,Report One,4.187093886,13,2,,,
All products,Self-Service,17,5.295037839,SAP Analytics Cloud,2.873146147,22,2,,,
All products,Self-Service,17,5.295037839,SAP BO BI,2.760791139,23,2,,,
All products,Self-Service,17,5.295037839,Serviceware Perf.,6.015490664,8,2,,,
All products,Self-Service,17,5.295037839,Tableau,8.126843311,5,2,,,
All products,Self-Service,17,5.295037839,TARGIT,3.624578943,18,2,,,
All products,Self-Service,17,5.295037839,Zoho Analytics,1,24,2,,,
All products,Ease of Use,18,5.275309808,Bissantz,5.555264608,11,2,,,
All products,Ease of Use,18,5.275309808,Domo,9.756875325,2,2,,,
All products,Ease of Use,18,5.275309808,Dundas,3.919528915,15,2,,,
All products,Ease of Use,18,5.275309808,Entrinsik,10,1,2,,,
All products,Ease of Use,18,5.275309808,IBM Cog. Analytics,1,24,2,,,
All products,Ease of Use,18,5.275309808,IBM Plan. Analytics,1.793466466,23,2,,,
All products,Ease of Use,18,5.275309808,InfoZoom,3.116847738,20,2,,,
All products,Ease of Use,18,5.275309808,Logi Analytics,5.930449893,9,2,,,
All products,Ease of Use,18,5.275309808,Looker,5.771962195,10,2,,,
All products,Ease of Use,18,5.275309808,Microsoft Excel,3.553948889,18,2,,,
All products,Ease of Use,18,5.275309808,Microsoft Power BI,4.636542721,13,2,,,
All products,Ease of Use,18,5.275309808,MicroStrategy,4.217066851,14,2,,,
All products,Ease of Use,18,5.275309808,Oracle Analytics Cloud,3.843595848,16,2,,,
All products,Ease of Use,18,5.275309808,Phocas,9.36054167,3,2,,,
All products,Ease of Use,18,5.275309808,Pyramid,5.237661823,12,2,,,
All products,Ease of Use,18,5.275309808,Qlik Sense,6.149545709,8,2,,,
All products,Ease of Use,18,5.275309808,QlikView,3.28915735,19,2,,,
All products,Ease of Use,18,5.275309808,Report One,8.382952439,4,2,,,
All products,Ease of Use,18,5.275309808,SAP Analytics Cloud,2.402040681,22,2,,,
All products,Ease of Use,18,5.275309808,SAP BO BI,2.898240683,21,2,,,
All products,Ease of Use,18,5.275309808,Serviceware Perf.,7.925911897,5,2,,,
All products,Ease of Use,18,5.275309808,Tableau,7.80916517,6,2,,,
All products,Ease of Use,18,5.275309808,TARGIT,6.23899113,7,2,,,
All products,Ease of Use,18,5.275309808,Zoho Analytics,3.817677383,17,2,,,
All products,Flexibility,19,5.084339527,Bissantz,4.940032699,11,2,,,
All products,Flexibility,19,5.084339527,Domo,8.147592548,5,2,,,
All products,Flexibility,19,5.084339527,Dundas,9.850579,2,2,,,
All products,Flexibility,19,5.084339527,Entrinsik,3.648936747,16,2,,,
All products,Flexibility,19,5.084339527,IBM Cog. Analytics,2.050979493,22,2,,,
All products,Flexibility,19,5.084339527,IBM Plan. Analytics,10,1,2,,,
All products,Flexibility,19,5.084339527,InfoZoom,5.58403379,9,2,,,
All products,Flexibility,19,5.084339527,Logi Analytics,6.461039602,8,2,,,
All products,Flexibility,19,5.084339527,Looker,8.84574088,3,2,,,
All products,Flexibility,19,5.084339527,Microsoft Excel,6.661095182,6,2,,,
All products,Flexibility,19,5.084339527,Microsoft Power BI,3.926693445,15,2,,,
All products,Flexibility,19,5.084339527,MicroStrategy,3.347036298,19,2,,,
All products,Flexibility,19,5.084339527,Oracle Analytics Cloud,3.516614204,18,2,,,
All products,Flexibility,19,5.084339527,Phocas,6.599792831,7,2,,,
All products,Flexibility,19,5.084339527,Pyramid,3.633971206,17,2,,,
All products,Flexibility,19,5.084339527,Qlik Sense,4.539898358,13,2,,,
All products,Flexibility,19,5.084339527,QlikView,4.6014876,12,2,,,
All products,Flexibility,19,5.084339527,Report One,2.097381314,21,2,,,
All products,Flexibility,19,5.084339527,SAP Analytics Cloud,1,24,2,,,
All products,Flexibility,19,5.084339527,SAP BO BI,1.506942081,23,2,,,
All products,Flexibility,19,5.084339527,Serviceware Perf.,8.371296979,4,2,,,
All products,Flexibility,19,5.084339527,Tableau,4.127514097,14,2,,,
All products,Flexibility,19,5.084339527,TARGIT,5.39310204,10,2,,,
All products,Flexibility,19,5.084339527,Zoho Analytics,3.172388258,20,2,,,
All products,Query Performance,20,5.399036189,Bissantz,8.98458079,3,2,,,
All products,Query Performance,20,5.399036189,Domo,5.376046497,13,2,,,
All products,Query Performance,20,5.399036189,Dundas,4.719441975,15,2,,,
All products,Query Performance,20,5.399036189,Entrinsik,6.10538758,7,2,,,
All products,Query Performance,20,5.399036189,IBM Cog. Analytics,3.598277608,19,2,,,
All products,Query Performance,20,5.399036189,IBM Plan. Analytics,5.964917029,9,2,,,
All products,Query Performance,20,5.399036189,InfoZoom,9.116044519,2,2,,,
All products,Query Performance,20,5.399036189,Logi Analytics,4.168520164,18,2,,,
All products,Query Performance,20,5.399036189,Looker,3.188023249,21,2,,,
All products,Query Performance,20,5.399036189,Microsoft Excel,1.983959267,23,2,,,
All products,Query Performance,20,5.399036189,Microsoft Power BI,4.344386474,16,2,,,
All products,Query Performance,20,5.399036189,MicroStrategy,5.547283099,12,2,,,
All products,Query Performance,20,5.399036189,Oracle Analytics Cloud,1,24,2,,,
All products,Query Performance,20,5.399036189,Phocas,6.202809992,6,2,,,
All products,Query Performance,20,5.399036189,Pyramid,8.653791129,4,2,,,
All products,Query Performance,20,5.399036189,Qlik Sense,5.898446936,10,2,,,
All products,Query Performance,20,5.399036189,QlikView,5.877028795,11,2,,,
All products,Query Performance,20,5.399036189,Report One,3.015018451,22,2,,,
All products,Query Performance,20,5.399036189,SAP Analytics Cloud,6.65551914,5,2,,,
All products,Query Performance,20,5.399036189,SAP BO BI,6.10538758,7,2,,,
All products,Query Performance,20,5.399036189,Serviceware Perf.,10,1,2,,,
All products,Query Performance,20,5.399036189,Tableau,4.175101406,17,2,,,
All products,Query Performance,20,5.399036189,TARGIT,5.337143931,14,2,,,
All products,Query Performance,20,5.399036189,Zoho Analytics,3.559752922,20,2,,,
All products,Performance Satisfaction,21,6.508789895,Bissantz,7.6,8,2,,,
All products,Performance Satisfaction,21,6.508789895,Domo,6,15,2,,,
All products,Performance Satisfaction,21,6.508789895,Dundas,6.142857143,14,2,,,
All products,Performance Satisfaction,21,6.508789895,Entrinsik,7.242553191,11,2,,,
All products,Performance Satisfaction,21,6.508789895,IBM Cog. Analytics,4.96,20,2,,,
All products,Performance Satisfaction,21,6.508789895,IBM Plan. Analytics,9.4,2,2,,,
All products,Performance Satisfaction,21,6.508789895,InfoZoom,10,1,2,,,
All products,Performance Satisfaction,21,6.508789895,Logi Analytics,5.371428571,18,2,,,
All products,Performance Satisfaction,21,6.508789895,Looker,1,24,2,,,
All products,Performance Satisfaction,21,6.508789895,Microsoft Excel,4.082191781,22,2,,,
All products,Performance Satisfaction,21,6.508789895,Microsoft Power BI,7.035294118,12,2,,,
All products,Performance Satisfaction,21,6.508789895,MicroStrategy,7.995876289,6,2,,,
All products,Performance Satisfaction,21,6.508789895,Oracle Analytics Cloud,4.786206897,21,2,,,
All products,Performance Satisfaction,21,6.508789895,Phocas,8.8,3,2,,,
All products,Performance Satisfaction,21,6.508789895,Pyramid,7.6,8,2,,,
All products,Performance Satisfaction,21,6.508789895,Qlik Sense,8.236734694,5,2,,,
All products,Performance Satisfaction,21,6.508789895,QlikView,7.765517241,7,2,,,
All products,Performance Satisfaction,21,6.508789895,Report One,8.510344828,4,2,,,
All products,Performance Satisfaction,21,6.508789895,SAP Analytics Cloud,5.863829787,16,2,,,
All products,Performance Satisfaction,21,6.508789895,SAP BO BI,5.68,17,2,,,
All products,Performance Satisfaction,21,6.508789895,Serviceware Perf.,7.408,10,2,,,
All products,Performance Satisfaction,21,6.508789895,Tableau,6.2875,13,2,,,
All products,Performance Satisfaction,21,6.508789895,TARGIT,3.4,23,2,,,
All products,Performance Satisfaction,21,6.508789895,Zoho Analytics,5.042622951,19,2,,,
All products,Sales Experience,22,5.781345643,Bissantz,6.729709315,11,2,,,
All products,Sales Experience,22,5.781345643,Domo,4.408469579,18,2,,,
All products,Sales Experience,22,5.781345643,Dundas,8.608367243,3,2,,,
All products,Sales Experience,22,5.781345643,Entrinsik,10,1,2,,,
All products,Sales Experience,22,5.781345643,IBM Cog. Analytics,3.075168734,21,2,,,
All products,Sales Experience,22,5.781345643,IBM Plan. Analytics,7.007978888,10,2,,,
All products,Sales Experience,22,5.781345643,InfoZoom,7.18968488,9,2,,,
All products,Sales Experience,22,5.781345643,Logi Analytics,5.978222997,12,2,,,
All products,Sales Experience,22,5.781345643,Looker,7.819695983,5,2,,,
All products,Sales Experience,22,5.781345643,Microsoft Excel,1.337711069,23,2,,,
All products,Sales Experience,22,5.781345643,Microsoft Power BI,4.813320826,16,2,,,
All products,Sales Experience,22,5.781345643,MicroStrategy,7.352783179,8,2,,,
All products,Sales Experience,22,5.781345643,Oracle Analytics Cloud,5.832793848,13,2,,,
All products,Sales Experience,22,5.781345643,Phocas,8.747252747,2,2,,,
All products,Sales Experience,22,5.781345643,Pyramid,8.107511391,4,2,,,
All products,Sales Experience,22,5.781345643,Qlik Sense,5.374001608,14,2,,,
All products,Sales Experience,22,5.781345643,QlikView,2.564359421,22,2,,,
All products,Sales Experience,22,5.781345643,Report One,5.200984991,15,2,,,
All products,Sales Experience,22,5.781345643,SAP Analytics Cloud,3.721650566,20,2,,,
All products,Sales Experience,22,5.781345643,SAP BO BI,1,24,2,,,
All products,Sales Experience,22,5.781345643,Serviceware Perf.,7.745054945,6,2,,,
All products,Sales Experience,22,5.781345643,Tableau,4.251330551,19,2,,,
All products,Sales Experience,22,5.781345643,TARGIT,7.378106214,7,2,,,
All products,Sales Experience,22,5.781345643,Zoho Analytics,4.508136463,17,2,,,
All products,Innovation,23,5.210576514,Bissantz,4.663405684,17,1,,,
All products,Innovation,23,5.210576514,Domo,5.438078098,11,1,,,
All products,Innovation,23,5.210576514,Dundas,6.25983291,6,1,,,
All products,Innovation,23,5.210576514,Entrinsik,5.236996925,14,1,,,
All products,Innovation,23,5.210576514,IBM Cog. Analytics,5.387586152,12,1,,,
All products,Innovation,23,5.210576514,IBM Plan. Analytics,4.534468609,18,1,,,
All products,Innovation,23,5.210576514,InfoZoom,5.592843136,10,1,,,
All products,Innovation,23,5.210576514,Logi Analytics,5.096791788,15,1,,,
All products,Innovation,23,5.210576514,Looker,5.877666002,9,1,,,
All products,Innovation,23,5.210576514,Microsoft Excel,2.835912099,24,1,,,
All products,Innovation,23,5.210576514,Microsoft Power BI,5.946010854,8,1,,,
All products,Innovation,23,5.210576514,MicroStrategy,6.779200476,2,1,,,
All products,Innovation,23,5.210576514,Oracle Analytics Cloud,6.474198001,4,1,,,
All products,Innovation,23,5.210576514,Phocas,7.18014328,1,1,,,
All products,Innovation,23,5.210576514,Pyramid,6.205504071,7,1,,,
All products,Innovation,23,5.210576514,Qlik Sense,4.360776939,19,1,,,
All products,Innovation,23,5.210576514,QlikView,3.826260954,21,1,,,
All products,Innovation,23,5.210576514,Report One,4.045047183,20,1,,,
All products,Innovation,23,5.210576514,SAP Analytics Cloud,6.377042723,5,1,,,
All products,Innovation,23,5.210576514,SAP BO BI,2.898508136,23,1,,,
All products,Innovation,23,5.210576514,Serviceware Perf.,3.412095358,22,1,,,
All products,Innovation,23,5.210576514,Tableau,6.640833097,3,1,,,
All products,Innovation,23,5.210576514,TARGIT,5.282626816,13,1,,,
All products,Innovation,23,5.210576514,Zoho Analytics,4.702007052,16,1,,,
All products,Cloud BI,24,4.83170934,Bissantz,1.524920467,21,2,,,
All products,Cloud BI,24,4.83170934,Domo,9.39673913,2,2,,,
All products,Cloud BI,24,4.83170934,Dundas,4.988294314,11,2,,,
All products,Cloud BI,24,4.83170934,Entrinsik,2.113467656,19,2,,,
All products,Cloud BI,24,4.83170934,IBM Cog. Analytics,7.707608696,7,2,,,
All products,Cloud BI,24,4.83170934,IBM Plan. Analytics,2.122122762,18,2,,,
All products,Cloud BI,24,4.83170934,InfoZoom,3.282608696,16,2,,,
All products,Cloud BI,24,4.83170934,Logi Analytics,5.06899811,10,2,,,
All products,Cloud BI,24,4.83170934,Looker,9.39673913,3,2,,,
All products,Cloud BI,24,4.83170934,Microsoft Excel,2.428035982,17,2,,,
All products,Cloud BI,24,4.83170934,Microsoft Power BI,8.85016049,4,2,,,
All products,Cloud BI,24,4.83170934,MicroStrategy,3.397276636,14,2,,,
All products,Cloud BI,24,4.83170934,Oracle Analytics Cloud,7.948913043,6,2,,,
All products,Cloud BI,24,4.83170934,Phocas,10,1,2,,,
All products,Cloud BI,24,4.83170934,Pyramid,4.524247492,12,2,,,
All products,Cloud BI,24,4.83170934,Qlik Sense,3.591164095,13,2,,,
All products,Cloud BI,24,4.83170934,QlikView,1.595952024,20,2,,,
All products,Cloud BI,24,4.83170934,Report One,3.364130435,15,2,,,
All products,Cloud BI,24,4.83170934,SAP Analytics Cloud,8.0256917,5,2,,,
All products,Cloud BI,24,4.83170934,SAP BO BI,1.290421196,22,2,,,
All products,Cloud BI,24,4.83170934,Serviceware Perf.,1.275919732,23,2,,,
All products,Cloud BI,24,4.83170934,Tableau,6.380434783,9,2,,,
All products,Cloud BI,24,4.83170934,TARGIT,1,24,2,,,
All products,Cloud BI,24,4.83170934,Zoho Analytics,6.687177598,8,2,,,
All products,Data Preparation,25,4.922377413,Bissantz,2.581081081,19,2,,,
All products,Data Preparation,25,4.922377413,Domo,5.216216216,11,2,,,
All products,Data Preparation,25,4.922377413,Dundas,4.864864865,13,2,,,
All products,Data Preparation,25,4.922377413,Entrinsik,9.971715902,2,2,,,
All products,Data Preparation,25,4.922377413,IBM Cog. Analytics,2.91988417,18,2,,,
All products,Data Preparation,25,4.922377413,IBM Plan. Analytics,5.304054054,10,2,,,
All products,Data Preparation,25,4.922377413,InfoZoom,10,1,2,,,
All products,Data Preparation,25,4.922377413,Logi Analytics,4.864864865,12,2,,,
All products,Data Preparation,25,4.922377413,Looker,1,24,2,,,
All products,Data Preparation,25,4.922377413,Microsoft Excel,6.681172698,6,2,,,
All products,Data Preparation,25,4.922377413,Microsoft Power BI,8.288783784,3,2,,,
All products,Data Preparation,25,4.922377413,MicroStrategy,5.828247602,8,2,,,
All products,Data Preparation,25,4.922377413,Oracle Analytics Cloud,4.049227799,15,2,,,
All products,Data Preparation,25,4.922377413,Phocas,5.743243243,9,2,,,
All products,Data Preparation,25,4.922377413,Pyramid,6.621621622,7,2,,,
All products,Data Preparation,25,4.922377413,Qlik Sense,3.602195946,16,2,,,
All products,Data Preparation,25,4.922377413,QlikView,3.280903855,17,2,,,
All products,Data Preparation,25,4.922377413,Report One,7.719594595,4,2,,,
All products,Data Preparation,25,4.922377413,SAP Analytics Cloud,2.054054054,22,2,,,
All products,Data Preparation,25,4.922377413,SAP BO BI,1.663034002,23,2,,,
All products,Data Preparation,25,4.922377413,Serviceware Perf.,7.180589681,5,2,,,
